ID;X;Y;Techno;operateur;dbm;Puissance recue
OP1_4G_1521;698402;6772790;4G;OP1;-112;Moyenne
OP1_4G_1522;700291;6775472;4G;OP1;-60;Bonne
OP1_4G_1523;692211;6781275;4G;OP1;-115;Moyenne
OP1_4G_1524;693753;6778267;4G;OP1;-101;Moyenne
OP1_4G_1525;696677;6778142;4G;OP1;-36;Bonne
OP1_4G_1526;697755;6785176;4G;OP1;-139;Mauvaise
OP1_4G_1527;697016;6785875;4G;OP1;-131;Mauvaise
OP1_4G_1528;698360;6789050;4G;OP1;-66;Bonne
OP1_4G_1529;705431;6763880;4G;OP1;-119;Mauvaise
OP1_4G_1530;703712;6770193;4G;OP1;-22;Bonne
OP1_4G_1531;704990;6767362;4G;OP1;-119;Mauvaise
OP1_4G_1532;701718;6770940;4G;OP1;-116;Mauvaise
OP1_4G_1533;702003;6771471;4G;OP1;-126;Mauvaise
OP1_4G_1534;704014;6771699;4G;OP1;-55;Bonne
OP1_4G_1535;705749;6772296;4G;OP1;-113;Moyenne
OP1_4G_1536;705926;6774267;4G;OP1;-69;Bonne
OP1_4G_1537;705595;6776535;4G;OP1;-89;Bonne
OP1_4G_1538;706817;6765015;4G;OP1;-104;Moyenne
OP1_4G_1539;707917;6777746;4G;OP1;-68;Bonne
OP1_4G_1540;710095;6776294;4G;OP1;-29;Bonne
OP1_4G_1541;709661;6778083;4G;OP1;-76;Bonne
OP1_4G_1542;701981;6782839;4G;OP1;-98;Moyenne
OP1_4G_1543;703695;6779836;4G;OP1;-86;Bonne
OP1_4G_1544;703816;6782203;4G;OP1;-63;Bonne
OP1_4G_1545;703918;6787551;4G;OP1;-92;Bonne
OP1_4G_1546;708208;6781364;4G;OP1;-31;Bonne
OP1_4G_1547;712929;6715206;4G;OP1;-138;Mauvaise
OP1_4G_1548;714568;6716453;4G;OP1;-98;Moyenne
OP1_4G_1549;717575;6711361;4G;OP1;-141;Mauvaise
OP1_4G_1550;717865;6711617;4G;OP1;-135;Mauvaise
OP1_4G_1551;716291;6714724;4G;OP1;-26;Bonne
OP1_4G_1552;717291;6719793;4G;OP1;-53;Bonne
OP1_4G_1553;720593;6713521;4G;OP1;-105;Moyenne
OP1_4G_1554;711122;6723566;4G;OP1;-33;Bonne
OP1_4G_1555;711183;6729704;4G;OP1;-117;Mauvaise
OP1_4G_1556;712000;6733460;4G;OP1;-85;Bonne
OP1_4G_1557;712529;6730893;4G;OP1;-136;Mauvaise
OP1_4G_1558;715720;6729077;4G;OP1;-112;Moyenne
OP1_4G_1559;716935;6722001;4G;OP1;-64;Bonne
OP1_4G_1560;720212;6723050;4G;OP1;-55;Bonne
OP1_4G_1561;719619;6726715;4G;OP1;-72;Bonne
OP1_4G_1562;719794;6728713;4G;OP1;-98;Moyenne
OP1_4G_1563;724440;6714299;4G;OP1;-110;Moyenne
OP1_4G_1564;724111;6715233;4G;OP1;-36;Bonne
OP1_4G_1565;726407;6711643;4G;OP1;-23;Bonne
OP1_4G_1566;726652;6714139;4G;OP1;-94;Bonne
OP1_4G_1567;728645;6719776;4G;OP1;-108;Moyenne
OP1_4G_1568;726659;6720669;4G;OP1;-65;Bonne
OP1_4G_1569;728188;6721131;4G;OP1;-98;Moyenne
OP1_4G_1570;728128;6725061;4G;OP1;-95;Bonne
OP1_4G_1571;729427;6726012;4G;OP1;-52;Bonne
OP1_4G_1572;735148;6716081;4G;OP1;-98;Moyenne
OP1_4G_1573;734460;6717932;4G;OP1;-98;Moyenne
OP1_4G_1574;736356;6715316;4G;OP1;-118;Mauvaise
OP1_4G_1575;735988;6716619;4G;OP1;-112;Moyenne
OP1_4G_1576;740391;6715815;4G;OP1;-50;Bonne
OP1_4G_1577;739172;6717406;4G;OP1;-104;Moyenne
OP1_4G_1578;740143;6717079;4G;OP1;-47;Bonne
OP1_4G_1579;732081;6725208;4G;OP1;-55;Bonne
OP1_4G_1580;733361;6725825;4G;OP1;-35;Bonne
OP1_4G_1581;734746;6725458;4G;OP1;-47;Bonne
OP1_4G_1582;730934;6729340;4G;OP1;-26;Bonne
OP1_4G_1583;732552;6732426;4G;OP1;-111;Moyenne
OP1_4G_1584;735185;6733183;4G;OP1;-97;Moyenne
OP1_4G_1585;737797;6724083;4G;OP1;-97;Moyenne
OP1_4G_1586;736879;6730727;4G;OP1;-63;Bonne
OP1_4G_1587;737607;6729698;4G;OP1;-33;Bonne
OP1_4G_1588;737406;6734419;4G;OP1;-102;Moyenne
OP1_4G_1589;738272;6731114;4G;OP1;-85;Bonne
OP1_4G_1590;743786;6711030;4G;OP1;-20;Bonne
OP1_4G_1591;740945;6715933;4G;OP1;-25;Bonne
OP1_4G_1592;742324;6716070;4G;OP1;-21;Bonne
OP1_4G_1593;743012;6719034;4G;OP1;-111;Moyenne
OP1_4G_1594;745072;6717028;4G;OP1;-51;Bonne
OP1_4G_1595;746504;6708962;4G;OP1;-68;Bonne
OP1_4G_1596;749157;6708761;4G;OP1;-32;Bonne
OP1_4G_1597;749003;6710744;4G;OP1;-47;Bonne
OP1_4G_1598;748421;6711130;4G;OP1;-94;Bonne
OP1_4G_1599;750405;6711112;4G;OP1;-26;Bonne
OP1_4G_1600;748922;6714355;4G;OP1;-77;Bonne
OP1_4G_1601;744179;6721723;4G;OP1;-60;Bonne
OP1_4G_1602;743098;6722280;4G;OP1;-46;Bonne
OP1_4G_1603;743884;6722227;4G;OP1;-67;Bonne
OP1_4G_1604;743187;6724268;4G;OP1;-63;Bonne
OP1_4G_1605;744415;6723828;4G;OP1;-27;Bonne
OP1_4G_1606;741232;6728571;4G;OP1;-54;Bonne
OP1_4G_1607;743593;6728443;4G;OP1;-80;Bonne
OP1_4G_1608;745936;6722829;4G;OP1;-41;Bonne
OP1_4G_1609;749824;6724723;4G;OP1;-49;Bonne
OP1_4G_1610;746270;6732897;4G;OP1;-45;Bonne
OP1_4G_1611;747674;6733602;4G;OP1;-32;Bonne
OP1_4G_1612;748666;6728722;4G;OP1;-110;Moyenne
OP1_4G_1613;749058;6730615;4G;OP1;-106;Moyenne
OP1_4G_1614;748785;6733949;4G;OP1;-93;Bonne
OP1_4G_1615;711497;6745086;4G;OP1;-41;Bonne
OP1_4G_1616;713914;6742248;4G;OP1;-100;Moyenne
OP1_4G_1617;715853;6738590;4G;OP1;-137;Mauvaise
OP1_4G_1618;720694;6736200;4G;OP1;-100;Moyenne
OP1_4G_1619;719476;6743447;4G;OP1;-124;Mauvaise
OP1_4G_1620;719969;6748724;4G;OP1;-61;Bonne
OP1_4G_1621;711764;6750016;4G;OP1;-56;Bonne
OP1_4G_1622;715390;6752855;4G;OP1;-20;Bonne
OP1_4G_1623;714867;6756067;4G;OP1;-62;Bonne
OP1_4G_1624;712351;6762856;4G;OP1;-112;Moyenne
OP1_4G_1625;714733;6756834;4G;OP1;-83;Bonne
OP1_4G_1626;714793;6761780;4G;OP1;-53;Bonne
OP1_4G_1627;717268;6750382;4G;OP1;-24;Bonne
OP1_4G_1628;715956;6759080;4G;OP1;-95;Bonne
OP1_4G_1629;718064;6757880;4G;OP1;-114;Moyenne
OP1_4G_1630;716143;6760603;4G;OP1;-84;Bonne
OP1_4G_1631;718333;6757526;4G;OP1;-85;Bonne
OP1_4G_1632;719658;6756559;4G;OP1;-83;Bonne
OP1_4G_1633;720494;6758197;4G;OP1;-95;Bonne
OP1_4G_1634;719108;6762790;4G;OP1;-110;Moyenne
OP1_4G_1635;722129;6738876;4G;OP1;-92;Bonne
OP1_4G_1636;725404;6737495;4G;OP1;-47;Bonne
OP1_4G_1637;725467;6737459;4G;OP1;-40;Bonne
OP1_4G_1638;721091;6743266;4G;OP1;-125;Mauvaise
OP1_4G_1639;722301;6743907;4G;OP1;-129;Mauvaise
OP1_4G_1640;721967;6745627;4G;OP1;-101;Moyenne
OP1_4G_1641;725901;6737502;4G;OP1;-105;Moyenne
OP1_4G_1642;727177;6735116;4G;OP1;-25;Bonne
OP1_4G_1643;727044;6743190;4G;OP1;-141;Mauvaise
OP1_4G_1644;727547;6744244;4G;OP1;-126;Mauvaise
OP1_4G_1645;729226;6744532;4G;OP1;-136;Mauvaise
OP1_4G_1646;729629;6744766;4G;OP1;-130;Mauvaise
OP1_4G_1647;729027;6748899;4G;OP1;-74;Bonne
OP1_4G_1648;723475;6754460;4G;OP1;-38;Bonne
OP1_4G_1649;723698;6755531;4G;OP1;-33;Bonne
OP1_4G_1650;721543;6762201;4G;OP1;-109;Moyenne
OP1_4G_1651;724925;6757958;4G;OP1;-93;Bonne
OP1_4G_1652;726230;6752513;4G;OP1;-62;Bonne
OP1_4G_1653;727816;6750620;4G;OP1;-48;Bonne
OP1_4G_1654;727419;6759456;4G;OP1;-115;Moyenne
OP1_4G_1655;725569;6761978;4G;OP1;-83;Bonne
OP1_4G_1656;726286;6762392;4G;OP1;-134;Mauvaise
OP1_4G_1657;729837;6757203;4G;OP1;-58;Bonne
OP1_4G_1658;728602;6760223;4G;OP1;-115;Moyenne
OP1_4G_1659;728464;6761562;4G;OP1;-126;Mauvaise
OP1_4G_1660;728082;6763149;4G;OP1;-94;Bonne
OP1_4G_1661;728149;6763559;4G;OP1;-28;Bonne
OP1_4G_1662;728379;6763534;4G;OP1;-46;Bonne
OP1_4G_1663;729890;6761625;4G;OP1;-110;Moyenne
OP1_4G_1664;729678;6762631;4G;OP1;-20;Bonne
OP1_4G_1665;711280;6772854;4G;OP1;-109;Moyenne
OP1_4G_1666;711139;6774234;4G;OP1;-115;Moyenne
OP1_4G_1667;713282;6777612;4G;OP1;-59;Bonne
OP1_4G_1668;719138;6772518;4G;OP1;-105;Moyenne
OP1_4G_1669;719043;6773487;4G;OP1;-59;Bonne
OP1_4G_1670;719531;6771872;4G;OP1;-103;Moyenne
OP1_4G_1671;720382;6777908;4G;OP1;-108;Moyenne
OP1_4G_1672;710920;6782981;4G;OP1;-112;Moyenne
OP1_4G_1673;712013;6782490;4G;OP1;-111;Moyenne
OP1_4G_1674;711011;6785327;4G;OP1;-90;Bonne
OP1_4G_1675;714648;6783443;4G;OP1;-77;Bonne
OP1_4G_1676;712976;6785901;4G;OP1;-83;Bonne
OP1_4G_1677;713505;6792698;4G;OP1;-115;Moyenne
OP1_4G_1678;720007;6780531;4G;OP1;-95;Bonne
OP1_4G_1679;718437;6785162;4G;OP1;-132;Mauvaise
OP1_4G_1680;717997;6787830;4G;OP1;-98;Moyenne
OP1_4G_1681;718005;6788588;4G;OP1;-112;Moyenne
OP1_4G_1682;716828;6791576;4G;OP1;-26;Bonne
OP1_4G_1683;717676;6789779;4G;OP1;-109;Moyenne
OP1_4G_1684;719238;6787206;4G;OP1;-74;Bonne
OP1_4G_1685;718955;6787505;4G;OP1;-21;Bonne
OP1_4G_1686;719917;6787667;4G;OP1;-67;Bonne
OP1_4G_1687;719015;6790544;4G;OP1;-40;Bonne
OP1_4G_1688;720727;6772630;4G;OP1;-30;Bonne
OP1_4G_1689;721793;6772178;4G;OP1;-101;Moyenne
OP1_4G_1690;722719;6772283;4G;OP1;-73;Bonne
OP1_4G_1691;722484;6773973;4G;OP1;-133;Mauvaise
OP1_4G_1692;720681;6775693;4G;OP1;-73;Bonne
OP1_4G_1693;721539;6776204;4G;OP1;-91;Bonne
OP1_4G_1694;721128;6776619;4G;OP1;-31;Bonne
OP1_4G_1695;721321;6776885;4G;OP1;-75;Bonne
OP1_4G_1696;723368;6775181;4G;OP1;-122;Mauvaise
OP1_4G_1697;724545;6775571;4G;OP1;-104;Moyenne
OP1_4G_1698;724934;6777370;4G;OP1;-83;Bonne
OP1_4G_1699;726584;6772570;4G;OP1;-111;Moyenne
OP1_4G_1700;726997;6772401;4G;OP1;-108;Moyenne
OP1_4G_1701;727686;6771385;4G;OP1;-124;Mauvaise
OP1_4G_1702;727925;6771572;4G;OP1;-134;Mauvaise
OP1_4G_1703;727623;6774740;4G;OP1;-98;Moyenne
OP1_4G_1704;727219;6777007;4G;OP1;-137;Mauvaise
OP1_4G_1705;727465;6777407;4G;OP1;-51;Bonne
OP1_4G_1706;729879;6772745;4G;OP1;-112;Moyenne
OP1_4G_1707;728566;6777092;4G;OP1;-89;Bonne
OP1_4G_1708;721275;6778526;4G;OP1;-103;Moyenne
OP1_4G_1709;722698;6778503;4G;OP1;-24;Bonne
OP1_4G_1710;722606;6780188;4G;OP1;-126;Mauvaise
OP1_4G_1711;724906;6779036;4G;OP1;-59;Bonne
OP1_4G_1712;722363;6787433;4G;OP1;-35;Bonne
OP1_4G_1713;721198;6790547;4G;OP1;-33;Bonne
OP1_4G_1714;722224;6790085;4G;OP1;-46;Bonne
OP1_4G_1715;722956;6789468;4G;OP1;-54;Bonne
OP1_4G_1716;721926;6791312;4G;OP1;-91;Bonne
OP1_4G_1717;722854;6791050;4G;OP1;-73;Bonne
OP1_4G_1718;724199;6786425;4G;OP1;-89;Bonne
OP1_4G_1719;725142;6788842;4G;OP1;-32;Bonne
OP1_4G_1720;724541;6789784;4G;OP1;-86;Bonne
OP1_4G_1721;727365;6783326;4G;OP1;-113;Moyenne
OP1_4G_1722;725776;6790011;4G;OP1;-113;Moyenne
OP1_4G_1723;726111;6789524;4G;OP1;-111;Moyenne
OP1_4G_1724;726693;6792310;4G;OP1;-63;Bonne
OP1_4G_1725;729082;6787854;4G;OP1;-61;Bonne
OP1_4G_1726;728424;6790626;4G;OP1;-132;Mauvaise
OP1_4G_1727;730831;6742347;4G;OP1;-114;Moyenne
OP1_4G_1728;739639;6737522;4G;OP1;-82;Bonne
OP1_4G_1729;739588;6738075;4G;OP1;-64;Bonne
OP1_4G_1730;736820;6744042;4G;OP1;-122;Mauvaise
OP1_4G_1731;739997;6742338;4G;OP1;-106;Moyenne
OP1_4G_1732;739728;6748675;4G;OP1;-122;Mauvaise
OP1_4G_1733;731869;6756190;4G;OP1;-91;Bonne
OP1_4G_1734;732856;6756390;4G;OP1;-41;Bonne
OP1_4G_1735;730686;6762056;4G;OP1;-110;Moyenne
OP1_4G_1736;731782;6762806;4G;OP1;-51;Bonne
OP1_4G_1737;732249;6763096;4G;OP1;-99;Moyenne
OP1_4G_1738;732379;6762782;4G;OP1;-115;Moyenne
OP1_4G_1739;735167;6758978;4G;OP1;-97;Moyenne
OP1_4G_1740;733518;6762016;4G;OP1;-38;Bonne
OP1_4G_1741;735602;6750192;4G;OP1;-50;Bonne
OP1_4G_1742;735647;6750551;4G;OP1;-52;Bonne
OP1_4G_1743;739691;6750134;4G;OP1;-112;Moyenne
OP1_4G_1744;740043;6752335;4G;OP1;-70;Bonne
OP1_4G_1745;736038;6760695;4G;OP1;-77;Bonne
OP1_4G_1746;737821;6762076;4G;OP1;-110;Moyenne
OP1_4G_1747;737862;6762359;4G;OP1;-31;Bonne
OP1_4G_1748;740144;6760703;4G;OP1;-112;Moyenne
OP1_4G_1749;739744;6762227;4G;OP1;-92;Bonne
OP1_4G_1750;741713;6746093;4G;OP1;-80;Bonne
OP1_4G_1751;742644;6748302;4G;OP1;-115;Moyenne
OP1_4G_1752;743433;6742887;4G;OP1;-24;Bonne
OP1_4G_1753;743869;6743842;4G;OP1;-62;Bonne
OP1_4G_1754;744507;6744391;4G;OP1;-65;Bonne
OP1_4G_1755;744826;6743970;4G;OP1;-47;Bonne
OP1_4G_1756;743256;6748169;4G;OP1;-111;Moyenne
OP1_4G_1757;747038;6742239;4G;OP1;-57;Bonne
OP1_4G_1758;749653;6749171;4G;OP1;-73;Bonne
OP1_4G_1759;740852;6750718;4G;OP1;-20;Bonne
OP1_4G_1760;740955;6749794;4G;OP1;-109;Moyenne
OP1_4G_1761;741278;6750637;4G;OP1;-37;Bonne
OP1_4G_1762;740538;6751629;4G;OP1;-51;Bonne
OP1_4G_1763;741332;6751952;4G;OP1;-77;Bonne
OP1_4G_1764;743389;6750763;4G;OP1;-50;Bonne
OP1_4G_1765;744355;6751723;4G;OP1;-65;Bonne
OP1_4G_1766;744900;6751871;4G;OP1;-88;Bonne
OP1_4G_1767;741216;6758535;4G;OP1;-96;Moyenne
OP1_4G_1768;740574;6762473;4G;OP1;-51;Bonne
OP1_4G_1769;740844;6763057;4G;OP1;-94;Bonne
OP1_4G_1770;743813;6763528;4G;OP1;-106;Moyenne
OP1_4G_1771;749978;6751801;4G;OP1;-30;Bonne
OP1_4G_1772;747713;6755813;4G;OP1;-115;Moyenne
OP1_4G_1773;748712;6756066;4G;OP1;-105;Moyenne
OP1_4G_1774;747587;6757297;4G;OP1;-96;Moyenne
OP1_4G_1775;730895;6764385;4G;OP1;-75;Bonne
OP1_4G_1776;731460;6765158;4G;OP1;-109;Moyenne
OP1_4G_1777;731444;6767206;4G;OP1;-51;Bonne
OP1_4G_1778;731578;6768926;4G;OP1;-105;Moyenne
OP1_4G_1779;732124;6775609;4G;OP1;-72;Bonne
OP1_4G_1780;733026;6771684;4G;OP1;-102;Moyenne
OP1_4G_1781;735348;6770413;4G;OP1;-108;Moyenne
OP1_4G_1782;735445;6770088;4G;OP1;-59;Bonne
OP1_4G_1783;737868;6766001;4G;OP1;-110;Moyenne
OP1_4G_1784;739524;6763870;4G;OP1;-35;Bonne
OP1_4G_1785;740013;6763763;4G;OP1;-84;Bonne
OP1_4G_1786;739336;6769117;4G;OP1;-66;Bonne
OP1_4G_1787;735862;6775123;4G;OP1;-25;Bonne
OP1_4G_1788;739749;6772423;4G;OP1;-72;Bonne
OP1_4G_1789;738627;6776260;4G;OP1;-75;Bonne
OP1_4G_1790;733969;6780376;4G;OP1;-57;Bonne
OP1_4G_1791;734090;6778528;4G;OP1;-44;Bonne
OP1_4G_1792;731072;6785642;4G;OP1;-63;Bonne
OP1_4G_1793;731920;6787045;4G;OP1;-76;Bonne
OP1_4G_1794;732371;6785754;4G;OP1;-65;Bonne
OP1_4G_1795;731443;6792311;4G;OP1;-87;Bonne
OP1_4G_1796;732226;6790187;4G;OP1;-111;Moyenne
OP1_4G_1797;733987;6789290;4G;OP1;-98;Moyenne
OP1_4G_1798;737881;6778937;4G;OP1;-59;Bonne
OP1_4G_1799;737862;6780152;4G;OP1;-78;Bonne
OP1_4G_1800;736078;6786432;4G;OP1;-86;Bonne
OP1_4G_1801;736764;6786175;4G;OP1;-89;Bonne
OP1_4G_1802;737464;6788846;4G;OP1;-32;Bonne
OP1_4G_1803;738829;6787971;4G;OP1;-84;Bonne
OP1_4G_1804;738299;6792735;4G;OP1;-107;Moyenne
OP1_4G_1805;740354;6763941;4G;OP1;-114;Moyenne
OP1_4G_1806;740585;6770625;4G;OP1;-28;Bonne
OP1_4G_1807;741830;6769469;4G;OP1;-27;Bonne
OP1_4G_1808;741885;6769742;4G;OP1;-46;Bonne
OP1_4G_1809;743299;6766633;4G;OP1;-123;Mauvaise
OP1_4G_1810;744530;6766965;4G;OP1;-111;Moyenne
OP1_4G_1811;744486;6769279;4G;OP1;-92;Bonne
OP1_4G_1812;741926;6773755;4G;OP1;-59;Bonne
OP1_4G_1813;741205;6776582;4G;OP1;-81;Bonne
OP1_4G_1814;743866;6773715;4G;OP1;-38;Bonne
OP1_4G_1815;745740;6764663;4G;OP1;-101;Moyenne
OP1_4G_1816;745549;6766691;4G;OP1;-42;Bonne
OP1_4G_1817;747176;6765000;4G;OP1;-98;Moyenne
OP1_4G_1818;746978;6766922;4G;OP1;-90;Bonne
OP1_4G_1819;746722;6768056;4G;OP1;-107;Moyenne
OP1_4G_1820;747505;6767470;4G;OP1;-81;Bonne
OP1_4G_1821;746649;6770015;4G;OP1;-84;Bonne
OP1_4G_1822;748715;6765085;4G;OP1;-102;Moyenne
OP1_4G_1823;747963;6766743;4G;OP1;-25;Bonne
OP1_4G_1824;747892;6767161;4G;OP1;-91;Bonne
OP1_4G_1825;748498;6765904;4G;OP1;-93;Bonne
OP1_4G_1826;749421;6765279;4G;OP1;-140;Mauvaise
OP1_4G_1827;749612;6765255;4G;OP1;-123;Mauvaise
OP1_4G_1828;749934;6766006;4G;OP1;-111;Moyenne
OP1_4G_1829;748036;6769240;4G;OP1;-112;Moyenne
OP1_4G_1830;749127;6769896;4G;OP1;-126;Mauvaise
OP1_4G_1831;749634;6769560;4G;OP1;-100;Moyenne
OP1_4G_1832;746611;6776338;4G;OP1;-85;Bonne
OP1_4G_1833;741923;6783185;4G;OP1;-39;Bonne
OP1_4G_1834;742576;6778837;4G;OP1;-34;Bonne
OP1_4G_1835;744712;6780564;4G;OP1;-74;Bonne
OP1_4G_1836;744250;6782642;4G;OP1;-89;Bonne
OP1_4G_1837;740249;6787329;4G;OP1;-68;Bonne
OP1_4G_1838;741764;6787940;4G;OP1;-99;Moyenne
OP1_4G_1839;740574;6789240;4G;OP1;-23;Bonne
OP1_4G_1840;742827;6791242;4G;OP1;-128;Mauvaise
OP1_4G_1841;744142;6790406;4G;OP1;-122;Mauvaise
OP1_4G_1842;748137;6784337;4G;OP1;-89;Bonne
OP1_4G_1843;752734;6704255;4G;OP1;-98;Moyenne
OP1_4G_1844;754527;6702882;4G;OP1;-105;Moyenne
OP1_4G_1845;755051;6704398;4G;OP1;-108;Moyenne
OP1_4G_1846;756415;6702666;4G;OP1;-101;Moyenne
OP1_4G_1847;756901;6704238;4G;OP1;-97;Moyenne
OP1_4G_1848;758860;6702890;4G;OP1;-110;Moyenne
OP1_4G_1849;761926;6699576;4G;OP1;-125;Mauvaise
OP1_4G_1850;761087;6704144;4G;OP1;-69;Bonne
OP1_4G_1851;766834;6699181;4G;OP1;-69;Bonne
OP1_4G_1852;768100;6699831;4G;OP1;-58;Bonne
OP1_4G_1853;752149;6710640;4G;OP1;-24;Bonne
OP1_4G_1854;752352;6714020;4G;OP1;-49;Bonne
OP1_4G_1855;752401;6715995;4G;OP1;-79;Bonne
OP1_4G_1856;754202;6714990;4G;OP1;-35;Bonne
OP1_4G_1857;755045;6714880;4G;OP1;-37;Bonne
OP1_4G_1858;757356;6706243;4G;OP1;-58;Bonne
OP1_4G_1859;756089;6719694;4G;OP1;-101;Moyenne
OP1_4G_1860;758346;6716325;4G;OP1;-72;Bonne
OP1_4G_1861;752528;6721671;4G;OP1;-92;Bonne
OP1_4G_1862;750891;6724210;4G;OP1;-21;Bonne
OP1_4G_1863;753084;6729187;4G;OP1;-51;Bonne
OP1_4G_1864;754815;6731485;4G;OP1;-64;Bonne
OP1_4G_1865;756464;6722100;4G;OP1;-26;Bonne
OP1_4G_1866;756402;6723017;4G;OP1;-55;Bonne
OP1_4G_1867;756966;6723657;4G;OP1;-33;Bonne
OP1_4G_1868;757244;6722485;4G;OP1;-85;Bonne
OP1_4G_1869;756271;6724539;4G;OP1;-91;Bonne
OP1_4G_1870;755373;6726694;4G;OP1;-30;Bonne
OP1_4G_1871;756574;6727357;4G;OP1;-71;Bonne
OP1_4G_1872;759771;6721283;4G;OP1;-24;Bonne
OP1_4G_1873;759286;6722676;4G;OP1;-26;Bonne
OP1_4G_1874;758090;6724715;4G;OP1;-66;Bonne
OP1_4G_1875;762735;6707131;4G;OP1;-24;Bonne
OP1_4G_1876;763421;6708994;4G;OP1;-74;Bonne
OP1_4G_1877;764960;6718798;4G;OP1;-56;Bonne
OP1_4G_1878;766962;6709124;4G;OP1;-136;Mauvaise
OP1_4G_1879;767685;6709213;4G;OP1;-121;Mauvaise
OP1_4G_1880;768338;6706232;4G;OP1;-122;Mauvaise
OP1_4G_1881;766370;6714506;4G;OP1;-24;Bonne
OP1_4G_1882;767063;6714739;4G;OP1;-42;Bonne
OP1_4G_1883;767227;6718924;4G;OP1;-38;Bonne
OP1_4G_1884;767710;6715041;4G;OP1;-59;Bonne
OP1_4G_1885;760728;6722066;4G;OP1;-107;Moyenne
OP1_4G_1886;762889;6727235;4G;OP1;-107;Moyenne
OP1_4G_1887;760292;6731797;4G;OP1;-56;Bonne
OP1_4G_1888;763548;6733943;4G;OP1;-65;Bonne
OP1_4G_1889;767031;6720999;4G;OP1;-30;Bonne
OP1_4G_1890;767440;6727810;4G;OP1;-70;Bonne
OP1_4G_1891;765602;6731773;4G;OP1;-107;Moyenne
OP1_4G_1892;768128;6734489;4G;OP1;-21;Bonne
OP1_4G_1893;770528;6698428;4G;OP1;-111;Moyenne
OP1_4G_1894;773220;6694739;4G;OP1;-103;Moyenne
OP1_4G_1895;774395;6697165;4G;OP1;-51;Bonne
OP1_4G_1896;770331;6700929;4G;OP1;-81;Bonne
OP1_4G_1897;771117;6703438;4G;OP1;-102;Moyenne
OP1_4G_1898;770908;6705137;4G;OP1;-118;Mauvaise
OP1_4G_1899;772244;6702995;4G;OP1;-104;Moyenne
OP1_4G_1900;777359;6705765;4G;OP1;-111;Moyenne
OP1_4G_1901;781900;6695063;4G;OP1;-108;Moyenne
OP1_4G_1902;781670;6697722;4G;OP1;-67;Bonne
OP1_4G_1903;770456;6710094;4G;OP1;-115;Moyenne
OP1_4G_1904;770292;6711252;4G;OP1;-74;Bonne
OP1_4G_1905;770597;6712150;4G;OP1;-107;Moyenne
OP1_4G_1906;773705;6709170;4G;OP1;-110;Moyenne
OP1_4G_1907;773424;6715720;4G;OP1;-60;Bonne
OP1_4G_1908;778283;6714796;4G;OP1;-108;Moyenne
OP1_4G_1909;779255;6716836;4G;OP1;-134;Mauvaise
OP1_4G_1910;773711;6723692;4G;OP1;-95;Bonne
OP1_4G_1911;773441;6724025;4G;OP1;-33;Bonne
OP1_4G_1912;771042;6729225;4G;OP1;-39;Bonne
OP1_4G_1913;771976;6731593;4G;OP1;-77;Bonne
OP1_4G_1914;773463;6734785;4G;OP1;-66;Bonne
OP1_4G_1915;775163;6722201;4G;OP1;-61;Bonne
OP1_4G_1916;775131;6723805;4G;OP1;-23;Bonne
OP1_4G_1917;775821;6725943;4G;OP1;-88;Bonne
OP1_4G_1918;778373;6720384;4G;OP1;-96;Moyenne
OP1_4G_1919;776123;6728352;4G;OP1;-24;Bonne
OP1_4G_1920;775722;6730064;4G;OP1;-83;Bonne
OP1_4G_1921;777053;6732518;4G;OP1;-60;Bonne
OP1_4G_1922;778746;6728935;4G;OP1;-96;Moyenne
OP1_4G_1923;779751;6728496;4G;OP1;-80;Bonne
OP1_4G_1924;777780;6732360;4G;OP1;-98;Moyenne
OP1_4G_1925;780485;6709023;4G;OP1;-20;Bonne
OP1_4G_1926;781834;6708138;4G;OP1;-51;Bonne
OP1_4G_1927;783474;6709321;4G;OP1;-109;Moyenne
OP1_4G_1928;780159;6732678;4G;OP1;-88;Bonne
OP1_4G_1929;780993;6731739;4G;OP1;-25;Bonne
OP1_4G_1930;784523;6731360;4G;OP1;-41;Bonne
OP1_4G_1931;786970;6723733;4G;OP1;-72;Bonne
OP1_4G_1932;786873;6725210;4G;OP1;-113;Moyenne
OP1_4G_1933;789392;6724376;4G;OP1;-92;Bonne
OP1_4G_1934;788898;6730242;4G;OP1;-24;Bonne
OP1_4G_1935;789424;6733420;4G;OP1;-101;Moyenne
OP1_4G_1936;752255;6738561;4G;OP1;-96;Moyenne
OP1_4G_1937;752435;6740220;4G;OP1;-36;Bonne
OP1_4G_1938;753282;6735089;4G;OP1;-46;Bonne
OP1_4G_1939;750473;6745057;4G;OP1;-83;Bonne
OP1_4G_1940;752857;6744628;4G;OP1;-80;Bonne
OP1_4G_1941;752706;6748463;4G;OP1;-60;Bonne
OP1_4G_1942;754744;6746689;4G;OP1;-71;Bonne
OP1_4G_1943;757271;6738505;4G;OP1;-44;Bonne
OP1_4G_1944;759483;6738594;4G;OP1;-96;Moyenne
OP1_4G_1945;759837;6738909;4G;OP1;-109;Moyenne
OP1_4G_1946;755657;6747290;4G;OP1;-85;Bonne
OP1_4G_1947;756350;6746363;4G;OP1;-76;Bonne
OP1_4G_1948;758732;6742464;4G;OP1;-114;Moyenne
OP1_4G_1949;759854;6744462;4G;OP1;-116;Mauvaise
OP1_4G_1950;758572;6747410;4G;OP1;-100;Moyenne
